merchant,provider,problem_type,reason,recommended_manual_action
Graco,Afterpay,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Graco,Afterpay,subsidiary_parent_scope,Merchant-level BNPL availability may not imply parent-level treatment.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Graco,Afterpay,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Graco,Zip,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Graco,Zip,subsidiary_parent_scope,Merchant-level BNPL availability may not imply parent-level treatment.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Graco,Zip,possible_external_bnpl,Evidence mentions BNPL outside the five-platform sample.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Graco,Zip,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
On,Affirm,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
On,Affirm,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
On,Klarna,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
On,Klarna,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
The Children's Place,Klarna,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
The Children's Place,Klarna,subsidiary_parent_scope,Merchant-level BNPL availability may not imply parent-level treatment.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
The Children's Place,Afterpay,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
The Children's Place,Afterpay,subsidiary_parent_scope,Merchant-level BNPL availability may not imply parent-level treatment.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
The Children's Place,Zip,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
The Children's Place,Zip,subsidiary_parent_scope,Merchant-level BNPL availability may not imply parent-level treatment.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
The Children's Place,Zip,possible_external_bnpl,Evidence mentions BNPL outside the five-platform sample.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
The Children's Place,Zip,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
CarParts.com,Zip,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
CarParts.com,Zip,possible_external_bnpl,Evidence mentions BNPL outside the five-platform sample.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
CarParts.com,Zip,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
QVC,Klarna,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
QVC,Zip,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
QVC,Zip,possible_external_bnpl,Evidence mentions BNPL outside the five-platform sample.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
QVC,Zip,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
ROBLOX,Sezzle,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
ROBLOX,Sezzle,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Royal Caribbean,Affirm,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Royal Caribbean,Zip,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Royal Caribbean,Zip,possible_external_bnpl,Evidence mentions BNPL outside the five-platform sample.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Reformation,Afterpay,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Ralph Lauren,Afterpay,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Roku,Sezzle,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Roku,Sezzle,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
REVOLVE,Afterpay,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
REVOLVE,Zip,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
REVOLVE,Zip,possible_external_bnpl,Evidence mentions BNPL outside the five-platform sample.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
REVOLVE,Zip,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
REVOLVE,Sezzle,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
REVOLVE,Sezzle,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Sally Beauty,Klarna,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Scholastic,Zip,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Scholastic,Zip,possible_external_bnpl,Evidence mentions BNPL outside the five-platform sample.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Scholastic,Zip,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Vivid Seats,Affirm,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Vivid Seats,Affirm,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Vivid Seats,Zip,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Vivid Seats,Zip,possible_external_bnpl,Evidence mentions BNPL outside the five-platform sample.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Stitch Fix,Afterpay,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
SiriusXM,Zip,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
SiriusXM,Zip,possible_external_bnpl,Evidence mentions BNPL outside the five-platform sample.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Samsonite,Zip,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Samsonite,Zip,possible_external_bnpl,Evidence mentions BNPL outside the five-platform sample.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Samsonite,Sezzle,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Samsonite,Sezzle,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
SharkNinja,Affirm,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Sonos,Affirm,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Sonos,Klarna,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Sonos,Zip,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Sonos,Zip,possible_external_bnpl,Evidence mentions BNPL outside the five-platform sample.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Sony,Klarna,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Spectrum,Klarna,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Spectrum,Zip,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Spectrum,Zip,possible_external_bnpl,Evidence mentions BNPL outside the five-platform sample.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Sportsman's Warehouse,Sezzle,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Sportsman's Warehouse,Sezzle,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
StubHub,Affirm,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
StubHub,Affirm,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
StubHub,Klarna,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
StubHub,Afterpay,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
StubHub,Afterpay,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
AT&T,Zip,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
AT&T,Zip,possible_external_bnpl,Evidence mentions BNPL outside the five-platform sample.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Turtle Beach,Sezzle,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Turtle Beach,Sezzle,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Trip.com,Affirm,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Trip.com,Zip,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Trip.com,Zip,possible_external_bnpl,Evidence mentions BNPL outside the five-platform sample.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
ThredUp,Klarna,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
ThredUp,Afterpay,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Target,Affirm,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Target,Klarna,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Target,Zip,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Target,Zip,possible_external_bnpl,Evidence mentions BNPL outside the five-platform sample.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Target,Zip,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Target,Sezzle,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Target,Sezzle,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Tilly's,Klarna,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Tilly's,Afterpay,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Tilly's,Sezzle,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Tilly's,Sezzle,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Coach,Affirm,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Coach,Affirm,subsidiary_parent_scope,Merchant-level BNPL availability may not imply parent-level treatment.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Coach,Affirm,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Coach,Afterpay,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Coach,Afterpay,subsidiary_parent_scope,Merchant-level BNPL availability may not imply parent-level treatment.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Coach,Zip,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Coach,Zip,subsidiary_parent_scope,Merchant-level BNPL availability may not imply parent-level treatment.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Coach,Zip,possible_external_bnpl,Evidence mentions BNPL outside the five-platform sample.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Coach,Zip,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Coach Outlet,Affirm,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Coach Outlet,Affirm,subsidiary_parent_scope,Merchant-level BNPL availability may not imply parent-level treatment.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Coach Outlet,Affirm,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Coach Outlet,Klarna,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Coach Outlet,Klarna,subsidiary_parent_scope,Merchant-level BNPL availability may not imply parent-level treatment.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Coach Outlet,Afterpay,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Coach Outlet,Afterpay,subsidiary_parent_scope,Merchant-level BNPL availability may not imply parent-level treatment.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Coach Outlet,Zip,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Coach Outlet,Zip,subsidiary_parent_scope,Merchant-level BNPL availability may not imply parent-level treatment.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Coach Outlet,Zip,possible_external_bnpl,Evidence mentions BNPL outside the five-platform sample.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Coach Outlet,Zip,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Kate Spade,Affirm,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Kate Spade,Affirm,subsidiary_parent_scope,Merchant-level BNPL availability may not imply parent-level treatment.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Kate Spade,Affirm,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Kate Spade,Klarna,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Kate Spade,Klarna,subsidiary_parent_scope,Merchant-level BNPL availability may not imply parent-level treatment.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Kate Spade,Afterpay,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Kate Spade,Afterpay,subsidiary_parent_scope,Merchant-level BNPL availability may not imply parent-level treatment.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Kate Spade,Zip,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Kate Spade,Zip,subsidiary_parent_scope,Merchant-level BNPL availability may not imply parent-level treatment.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Kate Spade,Zip,possible_external_bnpl,Evidence mentions BNPL outside the five-platform sample.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Kate Spade,Zip,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Kate Spade,Sezzle,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Kate Spade,Sezzle,subsidiary_parent_scope,Merchant-level BNPL availability may not imply parent-level treatment.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Kate Spade,Sezzle,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Kate Spade Outlet,Affirm,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Kate Spade Outlet,Affirm,subsidiary_parent_scope,Merchant-level BNPL availability may not imply parent-level treatment.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Kate Spade Outlet,Affirm,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Kate Spade Outlet,Afterpay,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Kate Spade Outlet,Afterpay,subsidiary_parent_scope,Merchant-level BNPL availability may not imply parent-level treatment.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Kate Spade Outlet,Zip,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Kate Spade Outlet,Zip,subsidiary_parent_scope,Merchant-level BNPL availability may not imply parent-level treatment.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Kate Spade Outlet,Zip,possible_external_bnpl,Evidence mentions BNPL outside the five-platform sample.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Kate Spade Outlet,Zip,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Kate Spade Outlet,Sezzle,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Kate Spade Outlet,Sezzle,subsidiary_parent_scope,Merchant-level BNPL availability may not imply parent-level treatment.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Kate Spade Outlet,Sezzle,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Tripadvisor,Zip,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Tripadvisor,Zip,possible_external_bnpl,Evidence mentions BNPL outside the five-platform sample.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Travelers,Zip,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Travelers,Zip,possible_external_bnpl,Evidence mentions BNPL outside the five-platform sample.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Tractor Supply Co,Klarna,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Tractor Supply Co,Klarna,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Tractor Supply Co,Zip,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Tractor Supply Co,Zip,possible_external_bnpl,Evidence mentions BNPL outside the five-platform sample.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Under Armour,Affirm,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Under Armour,Affirm,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Under Armour,Klarna,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Under Armour,Klarna,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Under Armour,Zip,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Under Armour,Zip,possible_external_bnpl,Evidence mentions BNPL outside the five-platform sample.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Under Armour,Zip,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Frontier,Zip,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Frontier,Zip,possible_external_bnpl,Evidence mentions BNPL outside the five-platform sample.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Ulta,Affirm,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
